Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
4/22/14,walking,walking,2014-04-22T07:51:46-05:00,2014-04-22T07:53:16-05:00,90,0.047,152,5
4/22/14,walking,walking,2014-04-22T07:58:36-05:00,2014-04-22T08:14:57-05:00,981,0.578,1525,61
4/22/14,walking,walking,2014-04-22T08:58:23-05:00,2014-04-22T08:59:26-05:00,63,0.023,75,2
4/22/14,walking,walking,2014-04-22T09:13:08-05:00,2014-04-22T09:21:08-05:00,480,0.383,821,40
4/22/14,walking,walking,2014-04-22T10:38:18-05:00,2014-04-22T10:40:21-05:00,123,0.122,261,13
4/22/14,walking,walking,2014-04-22T11:13:20-05:00,2014-04-22T11:30:33-05:00,1033,0.730,1743,76
4/22/14,walking,walking,2014-04-22T13:00:00-05:00,2014-04-22T13:07:56-05:00,476,0.347,899,36
4/22/14,walking,walking,2014-04-22T13:10:49-05:00,2014-04-22T13:20:56-05:00,607,0.463,1044,49
4/22/14,walking,walking,2014-04-22T13:39:41-05:00,2014-04-22T13:43:29-05:00,228,0.159,341,17
4/22/14,walking,walking,2014-04-22T13:45:25-05:00,2014-04-22T13:55:37-05:00,612,0.445,880,47
4/22/14,walking,walking,2014-04-22T14:31:04-05:00,2014-04-22T14:35:07-05:00,243,0.192,412,20
4/22/14,walking,walking,2014-04-22T15:10:57-05:00,2014-04-22T15:15:00-05:00,243,0.139,299,15
4/22/14,walking,walking,2014-04-22T16:00:33-05:00,2014-04-22T16:03:51-05:00,198,0.109,233,11
4/22/14,walking,walking,2014-04-22T17:26:12-05:00,2014-04-22T17:28:12-05:00,120,0.063,203,7
4/22/14,walking,walking,2014-04-22T17:47:18-05:00,2014-04-22T17:59:22-05:00,724,0.603,1202,63
4/22/14,walking,walking,2014-04-22T18:00:49-05:00,2014-04-22T18:04:49-05:00,240,0.147,314,15
4/22/14,walking,walking,2014-04-22T19:54:00-05:00,2014-04-22T19:54:30-05:00,30,0.016,51,2
4/22/14,walking,walking,2014-04-22T20:16:17-05:00,2014-04-22T20:16:47-05:00,30,0.016,51,2
4/22/14,walking,walking,2014-04-22T20:21:41-05:00,2014-04-22T20:27:31-05:00,350,0.235,461,25
4/22/14,walking,walking,2014-04-22T20:31:51-05:00,2014-04-22T20:32:21-05:00,30,0.016,51,2
4/22/14,walking,walking,2014-04-22T20:33:49-05:00,2014-04-22T20:40:56-05:00,427,0.445,597,47
4/22/14,walking,walking,2014-04-22T20:41:21-05:00,2014-04-22T20:45:51-05:00,270,0.184,395,19
4/22/14,walking,walking,2014-04-22T20:50:40-05:00,2014-04-22T21:00:23-05:00,583,0.527,942,55
4/22/14,walking,walking,2014-04-22T22:15:03-05:00,2014-04-22T22:29:43-05:00,880,0.623,1577,65
4/22/14,walking,walking,2014-04-22T22:37:39-05:00,2014-04-22T22:38:09-05:00,30,0.009,20,1
4/22/14,walking,walking,2014-04-22T23:51:29-05:00,2014-04-22T23:52:29-05:00,60,0.025,81,3
