Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/1/14,walking,walking,2014-06-01T08:37:07-05:00,2014-06-01T08:39:07-05:00,120,0.037,111,4
6/1/14,walking,walking,2014-06-01T09:05:21-05:00,2014-06-01T09:07:51-05:00,150,0.113,243,12
6/1/14,walking,walking,2014-06-01T10:02:55-05:00,2014-06-01T10:03:25-05:00,30,0.009,20,1
6/1/14,walking,walking,2014-06-01T10:18:29-05:00,2014-06-01T10:36:54-05:00,1105,0.872,2020,91
6/1/14,walking,walking,2014-06-01T10:46:47-05:00,2014-06-01T10:46:54-05:00,7,0.005,15,1
6/1/14,walking,walking,2014-06-01T11:10:54-05:00,2014-06-01T11:29:33-05:00,1119,0.839,1849,88
6/1/14,walking,walking,2014-06-01T11:38:29-05:00,2014-06-01T11:38:59-05:00,30,0.009,20,1
6/1/14,walking,walking,2014-06-01T12:00:38-05:00,2014-06-01T12:17:20-05:00,1002,0.743,1774,78
6/1/14,walking,walking,2014-06-01T12:19:12-05:00,2014-06-01T12:20:42-05:00,90,0.041,132,4
6/1/14,walking,walking,2014-06-01T13:32:14-05:00,2014-06-01T13:46:45-05:00,871,0.497,1418,52
6/1/14,walking,walking,2014-06-01T13:49:21-05:00,2014-06-01T13:53:00-05:00,219,0.157,422,16
6/1/14,walking,walking,2014-06-01T13:58:08-05:00,2014-06-01T13:58:38-05:00,30,0.012,41,1
6/1/14,walking,walking,2014-06-01T14:55:15-05:00,2014-06-01T14:56:15-05:00,60,0.019,61,2
6/1/14,walking,walking,2014-06-01T15:30:45-05:00,2014-06-01T15:30:48-05:00,3,0.001,2,0
6/1/14,walking,walking,2014-06-01T15:45:17-05:00,2014-06-01T15:56:50-05:00,693,0.501,847,53
6/1/14,walking,walking,2014-06-01T15:58:18-05:00,2014-06-01T16:12:50-05:00,872,0.473,1054,50
6/1/14,walking,walking,2014-06-01T16:19:21-05:00,2014-06-01T16:21:21-05:00,120,0.129,172,13
6/1/14,transport,transport,2014-06-01T16:21:21-05:00,2014-06-01T16:46:29-05:00,1508,2.570,0,0
6/1/14,walking,walking,2014-06-01T16:46:29-05:00,2014-06-01T16:50:28-05:00,239,0.203,333,21
6/1/14,walking,walking,2014-06-01T17:20:46-05:00,2014-06-01T17:38:18-05:00,1052,0.827,1847,87
6/1/14,walking,walking,2014-06-01T17:40:26-05:00,2014-06-01T18:21:44-05:00,2478,1.977,4221,207
6/1/14,walking,walking,2014-06-01T18:22:36-05:00,2014-06-01T18:23:36-05:00,60,0.032,101,3
6/1/14,walking,walking,2014-06-01T18:27:14-05:00,2014-06-01T18:36:16-05:00,542,0.521,986,55
6/1/14,walking,walking,2014-06-01T18:38:07-05:00,2014-06-01T18:40:37-05:00,150,0.132,284,14
6/1/14,walking,walking,2014-06-01T20:06:35-05:00,2014-06-01T20:22:20-05:00,945,0.612,1327,64
6/1/14,walking,walking,2014-06-01T20:33:19-05:00,2014-06-01T20:34:49-05:00,90,0.028,90,3
6/1/14,walking,walking,2014-06-01T21:45:24-05:00,2014-06-01T21:45:54-05:00,30,0.019,61,2
6/1/14,walking,walking,2014-06-01T22:28:13-05:00,2014-06-01T22:28:43-05:00,30,0.016,51,2
6/1/14,walking,walking,2014-06-01T23:32:28-05:00,2014-06-01T23:33:58-05:00,90,0.038,122,4
