Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/17/14,walking,walking,2014-06-17T07:45:53-04:00,2014-06-17T07:48:23-04:00,150,0.070,131,7
6/17/14,walking,walking,2014-06-17T08:58:08-04:00,2014-06-17T09:00:38-04:00,150,0.047,151,5
6/17/14,walking,walking,2014-06-17T10:07:33-04:00,2014-06-17T10:10:03-04:00,150,0.099,213,10
6/17/14,walking,walking,2014-06-17T11:43:37-04:00,2014-06-17T11:44:07-04:00,30,0.019,61,2
6/17/14,walking,walking,2014-06-17T11:45:01-04:00,2014-06-17T11:53:42-04:00,521,0.289,704,30
6/17/14,walking,walking,2014-06-17T11:56:07-04:00,2014-06-17T11:57:07-04:00,60,0.019,60,2
6/17/14,walking,walking,2014-06-17T12:01:38-04:00,2014-06-17T12:02:08-04:00,30,0.009,20,1
6/17/14,transport,transport,2014-06-17T12:18:11-04:00,2014-06-17T12:48:14-04:00,1803,3.086,0,0
6/17/14,walking,walking,2014-06-17T12:48:14-04:00,2014-06-17T13:07:53-04:00,1179,1.100,1525,115
6/17/14,walking,walking,2014-06-17T13:09:46-04:00,2014-06-17T13:10:46-04:00,60,0.025,81,3
6/17/14,walking,walking,2014-06-17T13:24:38-04:00,2014-06-17T13:37:55-04:00,797,0.640,1395,67
6/17/14,walking,walking,2014-06-17T13:45:56-04:00,2014-06-17T13:46:26-04:00,30,0.019,61,2
6/17/14,walking,walking,2014-06-17T14:08:04-04:00,2014-06-17T14:16:40-04:00,516,0.452,809,47
6/17/14,walking,walking,2014-06-17T14:19:07-04:00,2014-06-17T14:19:37-04:00,30,0.016,51,2
6/17/14,walking,walking,2014-06-17T15:35:00-04:00,2014-06-17T15:37:00-04:00,120,0.047,152,5
6/17/14,walking,walking,2014-06-17T16:11:43-04:00,2014-06-17T16:13:13-04:00,90,0.028,81,3
6/17/14,walking,walking,2014-06-17T18:27:12-04:00,2014-06-17T18:29:42-04:00,150,0.099,213,10
6/17/14,walking,walking,2014-06-17T18:42:41-04:00,2014-06-17T19:10:49-04:00,1688,1.534,2494,161
6/17/14,walking,walking,2014-06-17T19:24:42-04:00,2014-06-17T19:27:42-04:00,180,0.151,324,16
6/17/14,transport,transport,2014-06-17T19:34:50-04:00,2014-06-17T19:46:12-04:00,682,1.905,0,0
6/17/14,walking,walking,2014-06-17T19:46:13-04:00,2014-06-17T19:53:15-04:00,422,0.365,485,38
6/17/14,walking,walking,2014-06-17T20:16:14-04:00,2014-06-17T20:17:14-04:00,60,0.019,51,2
6/17/14,walking,walking,2014-06-17T21:05:17-04:00,2014-06-17T21:06:47-04:00,90,0.041,132,4
